"bin_center","n","mean_max_wp","sd_max_wp","ks_stat","ks_pvalue","kl_div"
0.5,720,0.716327777777778,0.152471938841667,0.0711912943871708,0.00135350007873303,0.871893533128349
0.55,1393,0.713092605886576,0.151133972913319,0.0854229861113992,2.96456370126888e-09,0.498996569367207
0.6,1303,0.697495011511896,0.165671309785377,0.075497932675042,7.07951091243952e-07,0.587566530585941
0.65,1188,0.687849326599327,0.187548113522408,0.09616277719726,5.74001314181503e-10,0.419218328536071
0.7,1034,0.663673114119923,0.211269297079012,0.133213321332133,2.30762084631744e-16,0.404001212174
0.75,953,0.615658971668416,0.239049228795236,0.120017200401031,2.38667117470014e-12,0.627434970044207
0.8,766,0.555472584856397,0.260879605428392,0.125121897511718,7.67043779411312e-11,0.540421279991697
0.85,520,0.504675,0.285855610084804,0.165813454837845,7.63610389724046e-13,0.719285368291461
0.9,286,0.428356643356643,0.295331438089703,0.216573179470706,4.45984242507662e-12,0.792794636238056
